,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
553,Ames 27155,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645532,,NA,311987,NC318,20030421,,,,,NA,,NA,400,SC76^4 x B52,40,NA,,:NC318;USA126:Ames 27155;:3208-2/00;:370-blk/93;:96% S5 1897-1/88;:SC76/4(B52),USA005,10,NA,NA,,"DEVELOPED  1994 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1994,3096,NC318,Ames27155,North Carolina,unclassified,1994,SC76,NC318_3,0,0,INBRED,SC76^4 x B52,,NA,NA,NA,
554,Ames 27156,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645533,,NA,311987,NC320,20030421,,,,,NA,,NA,400,SC76^4 x B52,40,NA,,:NC320;USA126:Ames 27156;:3209-2/00;:385-bst/93;:SC76/4(B52);:96% S5 1904-1/88,USA005,10,NA,NA,,"DEVELOPED  1994 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1994,3097,NC320,Ames27156,North Carolina,unclassified,1994,SC76,NC318_3,0,0,INBRED,0,,NA,NA,NA,
555,Ames 27157,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645534,,NA,311987,NC322,20030421,,,,,NA,,NA,400,SC76^4 x B52; derived from same S2 parent as NC318.,40,NA,,:NC322;USA126:Ames 27157;:3210-2/00;:378-bst/93;:SC76/4(B52);:96% S5 1900-1/88,USA005,10,NA,NA,,"DEVELOPED  1996 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1996,3098,NC322,Ames27157,North Carolina,unclassified,1996,SC76,NC318_3,0,0,INBRED,SC76^4 x B52; derived from same S2 parent as NC318,,NA,NA,NA,
607,Ames 27212,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645894,,NA,311987,GEMN-0059,20030508,,,,,NA,,NA,400,SCRO1:N1310-398-1-B,40,NA,,:GEMN-0059;:GEMS-0059;:SCRO1:N1310-398-1-B;:SCRO1:N1310-398-1-B GEM99-06115;USA126:Ames 27212,,10,NA,NA,A parent of GEMS-0059 is Saint Croix 1 which is PI 484036.  It is an accession from the island of Saint Croix in the U.S. Virgin Islands that was identified as one of the LAMP (Latin American Maize Project) landrace collections performing in the top 5%.,"DONATED  05/08/2003 Iowa, United States by Pollak, L., USDA, ARS; Blanco, M., USDA, ARS. DEVELOPED PRE 05/08/2003 Iowa, United States by Pollak, L., USDA, ARS",2003,1991,GEMN-0059,Ames27212,GEM,non-stiff stalk,0,SaintCroix1,0,0,0,INBRED,0,,NA,NA,NA,
761,Ames 30973,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878593,,NA,311987,GEMN-0191,20110525,,,,,NA,,NA,400,SCROGP3:N2017-003-001-B-B-SIB,40,NA,,:GEMN-0191;:09GEM07819;USA126:Ames 30973,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2070,GEMN-0191,Ames30973,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
762,Ames 30974,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878594,,NA,311987,GEMN-0192,20110525,,,,,NA,,NA,400,SCROGP3:N2017-172-001-B-B-SIB,40,NA,,:GEMN-0192;:09GEM07820;USA126:Ames 30974,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2071,GEMN-0192,Ames30974,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
631,Ames 28366,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1713408,,NA,311987,N7A Goodman-Buckler,20061116,,,,,NA,,NA,400,Selected from (Oh7 x 'Stiff Stalk Synthetic' gamete).,40,NA,,:N7A Goodman-Buckler;USA126:Ames 28366;:Separation from PI 607512;:id=51057;:3158-3/00,,10,NA,NA,"Yellow dent inbred line selected from Oh7 x 'Stiff Stalk Synthetic' gamete.  It flowers about 1 day later than B14A.  It has good general combining ability and is very high yielding in certain crosses.  N7A machine-combines poorly at high moisture levels but is a very good sheller at lower moisture levels.  It has good late season health as a line but tends toward premature death in crosses.  It tends to have above average resistance to leaf freckles and wilt and has good resistance to wheat streak mosaic virus and downy mildew.  Its cold germination and early vigor should be adequate for use as a single cross seed parent, and pollen shed is adequate for its use as a male.  Tassels extrude well for detasseling but pull hard.  Maturity clasification is about AES700.","DEVELOPED  1968 Nebraska, United States by Compton, W., University of Nebraska; Lonnquist, J.; Williams, N.. DONATED  05/06/1992 Missouri, United States by Coe, Jr., E., USDA, ARS. DONATED  11/16/2006 Iowa, United States by Millard, M., USDA, ARS",,2973,N7AGoodman-Buckler,Ames28366,Nebraska,stiff stalk,1968,Oh07,BSSS,0,0,INBRED,0,,NA,NA,NA,
135,Ames 22747,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517102,,NA,311987,CM48,19960129,,,,,NA,,NA,500,Selection from Greece.,50,NA,,:CM48;USA126:Ames 22747;:V889-2;:V889-4;:V889-5,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,1443,CM48,Ames22747,Other,unclassified,0,0,0,0,0,INBRED,Selection from Greece,,NA,NA,NA,G
68,Ames 14211,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1066466,,NA,311987,EAST 028 WHITE COB,19900831,CHN,,,,NA,,NA,300,Separation from Ames 2330 - EAST 028.,20,NA,,:EAST 028 WHITE COB;USA126:Ames 14211;:Separation from Ames 2330,,10,NA,NA,White cob separation from Ames 2330 - EAST 028.,COLLECTED   China by. DONATED  08/31/1990  by,,1816,EAST028WHITECOB,Ames14211,China,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,Midland
561,Ames 27163,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645540,,NA,311987,NC334,20030421,,,,,NA,,NA,400,Sister line to NC332 and derivative of SC76 x B52,40,NA,,:NC334;USA126:Ames 27163;:62;:5349-bst/94;:SC76/4(B52S7g|s96%2387-10/89;:3216-2/00,USA005,10,NA,NA,,"DEVELOPED  1997 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1997,3103,NC334,Ames27163,North Carolina,unclassified,1997,SC76,B52,0,0,INBRED,0,,NA,NA,NA,
560,Ames 27162,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645539,,NA,311987,NC332,20030421,,,,,NA,,NA,400,Sister line to NC334 and derivative of SC76 x B52,40,NA,,:NC332;USA126:Ames 27162;:5337;:SC76(B52)96%2387-1/89_4036-3;:106-bst/94;:3215-2/00,USA005,10,NA,NA,,"DEVELOPED  1997 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1997,3102,NC332,Ames27162,North Carolina,unclassified,1997,SC76,B52,0,0,INBRED,0,,NA,NA,NA,
112,Ames 19321,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082774,,NA,311987,N28,19920506,,,,,NA,,NA,400,Stiff Stalk Synthetic 1,40,NA,,:N28;USA126:Ames 19321;:id=47871,,10,NA,NA,,"DEVELOPED  1964 Nebraska, United States by University of Nebraska. DONATED  05/06/1992 Missouri, United States by Coe, Jr., E., USDA, ARS",1964,2907,N28,Ames19321,Nebraska,unclassified,1964,BSSS1,BSSS1,1,1,INBRED,0,,NA,NA,NA,CR11
524,Ames 27124,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645506,,NA,311987,Ki11,20030421,,,,,NA,,NA,400,Suwan 1(S)C4-S8-18-7 (2025),40,NA,,:Ki11;USA126:Ames 27124;:1747-2/01;:Goodman 1747-1 (2001),USA005,10,NA,NA,,"DEVELOPED  1982 Thailand by Kasetsart University. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1982,2531,Ki11,Ames27124,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,0,,NA,NA,NA,
616,Ames 27259,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1646691,,NA,311987,Ki14,20030618,,,,,NA,,NA,400,Suwan 1(S)C4-S8-19-5 (2028),40,NA,,:Ki14;USA126:Ames 27259;:02F125807A,USA005,10,NA,NA,,"DEVELOPED  1982 Thailand by Kasetsart University. DONATED  06/18/2003 North Carolina, United States by Goodman, M., North Carolina State University",1982,2532,Ki14,Ames27259,Thailand,tropical,0, Suwan1,Suwan1,0,0,INBRED,0,,NA,NA,NA,
523,Ames 27123,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645580,,NA,311987,Ki3,20030421,,,,,NA,,NA,400,Suwan 1(S)C4-S8-5-3 (2007),40,NA,,:Ki3;USA126:Ames 27123;:1746-2/01,USA005,10,NA,NA,,"DEVELOPED  1982 Thailand by Kasetsart University. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1982,2535,Ki3,Ames27123,Thailand,tropical,0,Suwan1,Suwan1,0,0,INBRED,0,,NA,NA,NA,
526,Ames 27126,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645508,,NA,311987,Ki43,20030421,,,,,NA,,NA,400,"Suwan 3(S)C3-S7-138, (Kei 9101)",40,NA,,:Ki43;USA126:Ames 27126;:1750-2/01;:Goodman 1750-1 (2001),USA005,10,NA,NA,,"DEVELOPED  1992 Thailand by Kasetsart University. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",1992,2536,Ki43,Ames27126,Thailand,tropical,0,Suwan3,Suwan3,0,0,INBRED,0,,NA,NA,NA,
683,Ames 30480,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1831353,,NA,311987,T179,20100301,,,,,NA,,NA,400,T173/Cr1-172.  Cr1-172 is a selection from GEM PE 1:N16 and was assigned PI 639498 and registered as GEMS-0035.,40,NA,,:T179;USA126:Ames 30480,,10,NA,NA,"Full season line, rated 1100 in the AES system.  Heat units to pollen shed were 1496 for T179, compared to 1423 for Mo17.  Plant and ear height of T179 are 1.4 and 0.7 m, compared to 2.0 and 1.0 m for Mo 17.  The tassel of T179 has a central spike and 4-7 lateral branches producing ample pollen from yellow anthers.  Silks are green, turning pink after emergence.  A few brace roots are produced to the second node.  The ear produces 12 rows of grain on white cobs.  The grain has an off-white cast, kernel size is medium, with medium hardness.","DEVELOPED   Tennessee, United States by. DONATED  03/01/2010 Tennessee, United States by West, D., University of Tennessee",,3737,T179,Ames30480,Other,unclassified,2010,T173_3,Cr1_172,0,0,INBRED,T173/Cr1-172,,NA,NA,NA,
3,Ames 10247,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052065,,NA,311987,GA152,19890327,,,,,NA,,NA,400,T369 x CI21,40,NA,,:GA152;USA126:Ames 10247,,10,NA,NA,Inbred from T369 x CI21.  Yellow.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Athens). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1934,GA152,Ames10247,Other,unclassified,0,T369,CI21,0,0,0,0,,NA,NA,NA,US153(Iowa)
4,Ames 10248,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052068,,NA,311987,GA209,19890327,,,,,NA,,NA,400,T61 x NC37,40,NA,,:GA209;USA126:Ames 10248;:578-3/99,USA005,10,NA,NA,"Inbred from t61 x NC37.  White dent line of corn with good combining ability.  Developed by hybridizing, selecting and selfing T61 x NC37 in the pedigree method. Medium maturity. 77 days to pollination.  Good seed producer along with excellent grain quality.  Lodging resistance, white cob.","DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Athens). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",1972,1938,GA209,Ames10248,Other,unclassified,0,T61,NC37,0,0,INBRED, ,,NA,NA,NA,A48
6,Ames 10250,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052076,,NA,311987,GA215,19890327,,,,,NA,,NA,400,T61 x NC37,40,NA,,:GA215;USA126:Ames 10250,,10,NA,NA,Inbred from T61 x NC37. Seed is a white dent with pink-red cob.,"DEVELOPED   Georgia, United States by Georgia Agr. Exp. Sta. (Athens). DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,1942,GA215,Ames10250,Other,unclassified,0,NC67,GA199,0,0,INBRED,0,,NA,NA,NA,A3G-3-3-1-313)-01
89,Ames 19017,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082252,,NA,311987,Va60,19920227,,,,,NA,,NA,400,T8 x C103,40,NA,,:Va60;USA126:Ames 19017;:id=47957,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3999,Va60,Ames19017,Other,unclassified,0,T8,C103,0,0,INBRED,0,,NA,NA,NA,
693,Ames 30535,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1842813,,NA,311987,MR22 (Tuxpeno) S6,20100622,,,,,NA,,NA,400,TAMS 125 (PI 586646),40,NA,,:MR22 (Tuxpeno) S6;:09W-134-bulk self;:27518;USA126:Ames 30535,,10,NA,NA,,"DEVELOPED PRE 2010 Wisconsin, United States by Doebley, J., University of Wisconsin. DONATED  06/22/2010 Wisconsin, United States by Doebley, J., University of Wisconsin",,2819,MR22TuxpenoS6,Ames30535,Other,landraces,0,Tuxpeno,Tuxpeno,0,0,0,0,,NA,NA,NA,
148,Ames 22760,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517114,,NA,311987,Tx71,19960129,,,,,NA,,NA,500,Tx441 X 166,50,NA,,:Tx71;USA126:Ames 22760;:V974-1;:V974-2;:V974-3,,10,NA,NA,,"DEVELOPED   Texas, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,3817,Tx71,Ames22760,Other,unclassified,0,Tx441,166,0,0,INBRED,Ky27xK55)x582),,NA,NA,NA,BSSS1
149,Ames 22761,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517115,,NA,311987,Tx81,19960129,,,,,NA,,NA,500,Tx441 X166,50,NA,,:Tx81;USA126:Ames 22761;:V975-1;:V975-3;:V975-4,,10,NA,NA,,"DEVELOPED   Texas, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,3832,Tx81,Ames22761,Other,unclassified,0,Tx441 ,166,0,0,INBRED,,,NA,NA,NA,Tuxpan
147,Ames 22759,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1517113,,NA,311987,Tx29A,19960129,,,,,NA,,NA,500,Tx61M X Tx325,50,NA,,:Tx29A;USA126:Ames 22759;:V972-1;:V972-2;:V972-3,,10,NA,NA,,"DEVELOPED   Texas, United States by. DONATED  01/29/1996 Missouri, United States by Coe, Jr., E., USDA, ARS",,3806,Tx29A,Ames22759,Other,unclassified,0,Tx61M,Tx235,0,0,INBRED,0,,NA,NA,NA,
566,Ames 27168,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645545,,NA,311987,NC344,20030421,,,,,NA,,NA,400,TZ ^2 x [(NC248 x NC246) x C103]. NC344 is a sister line of NC258.,40,NA,,:NC344;USA126:Ames 27168;:6162/95;:3221-2/00,USA005,10,NA,NA,,"DEVELOPED  1998 North Carolina, United States by North Carolina Agricultural Research Service. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,3115,NC344,Ames27168,North Carolina,unclassified,1998,TZ,NC258_3,0,0,INBRED,NC344 is a sister line of NC258.,,NA,NA,NA,
207,Ames 23425,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535081,,NA,311987,A344,19961125,,,,,NA,,NA,400,U.S. 153 (Iowa),40,NA,,:A344;USA126:Ames 23425;:1976:4597;:1996:61,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,765,A344,Ames23425,Minnesota,unclassified,1,US153(Iowa),US153(Iowa),0,0,INBRED,0,,NA,NA,NA,LH51HT_6
358,Ames 26118,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606093,,NA,311987,CI 11B,20001120,,,,,NA,,NA,400,U.S. Selection 119 (strain of Boone Co. White),40,NA,,:CI 11B;USA126:Ames 26118,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1333,CI11B,Ames26118,Other,unclassified,1,USSelection119,USSelection119,0,0,INBRED CI11B DERIVED BY SELFING US119,0,,NA,NA,NA,PHGB4
369,Ames 26129,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1606104,,NA,311987,CI 41,20001120,,,,,NA,,NA,400,U.S. Selection 119 (strain of Boone Co. White),40,NA,,:CI 41;USA126:Ames 26129,,10,NA,NA,,"DONATED  11/20/2000 Missouri, United States by Darrah, L., USDA-ARS",,1367,CI41,Ames26129,Other,unclassified,0,USSelection119,0,0,0,INBRED,0,,NA,NA,NA,PHBAC26
273,Ames 23497,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535434,,NA,311987,A673,19961125,,,,,NA,,NA,400,UCD73,40,NA,,:A673;USA126:Ames 23497;:1984:82;:1996:168,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,966,A673,Ames23497,Minnesota,unclassified,0,UCD73,0,0,0,0,0,,NA,NA,NA,LH57_1
274,Ames 23498,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1535443,,NA,311987,A674,19961125,,,,,NA,,NA,400,ULR,40,NA,,:A674;USA126:Ames 23498;:1996:169,,10,NA,NA,,"DEVELOPED   Minnesota, United States by University of Minnesota. DONATED  11/25/1996 Minnesota, United States by University of Minnesota",,967,A674,Ames23498,Minnesota,unclassified,0,ULR,0,0,0,0,0,,NA,NA,NA,LH53
21,Ames 10265,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1052135,,NA,311987,L 678,19890327,,,,,NA,,NA,400,Unidentified hybrid,40,NA,,:L 678;USA126:Ames 10265,,10,NA,NA,Inbred.  Yellow.,"DEVELOPED   Louisiana, United States by Louisiana Agricultural Experiment Station. DONATED  03/27/1989 Georgia, United States by Widstrom, N., USDA, ARS",,2558,L678,Ames10265,Other,unclassified,0,0,0,0,0,INBRED,Unidentified hybrid,,NA,NA,NA,BSSS 
746,Ames 30958,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1878578,,NA,311987,GEMS-0085,20110525,,,,,NA,,NA,400,UR01089:S0525-519-001-B-B-B,40,NA,,:GEMS-0085;:03GEM00153;USA126:Ames 30958,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",2003,2140,GEMS-0085,Ames30958,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
747,Ames 30959,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878579,,NA,311987,GEMS-0086,20110525,,,,,NA,,NA,400,UR10001:S1813-257-001-B-B,40,NA,,:GEMS-0086;:03GEM00154;USA126:Ames 30959,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",2003,2141,GEMS-0086,Ames30959,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
763,Ames 30975,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1878595,,NA,311987,GEMN-0193,20110525,,,,,NA,,NA,400,UR11002:N0308b-086-001-B-B-SIB,40,NA,,:GEMN-0193;:09GEM07821;USA126:Ames 30975,,10,NA,NA,,"DONATED  05/25/2011 Iowa, United States by Blanco, M., USDA, ARS. DEVELOPED PRE 05/25/2011 Iowa, United States by Blanco, M., USDA, ARS",,2072,GEMN-0193,Ames30975,GEM,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,
595,Ames 27200,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645867,,NA,311987,GEMN-0047,20030508,,,,,NA,,NA,400,UR13085:N0215-14-1-B-B,40,NA,,:GEMN-0047;:GEMS-0047;:UR13085:N0215-14-1-B-B;:UR13085:N0215-14-1-B-B 99GEM07531;USA126:Ames 27200,,10,NA,NA,A parent of GEMS-0047 is URZM 13 085 which is PI 583927.  It is a Uruguayan accession from the state of San Jose that was identified as one of the LAMP (Latin American Maize Project) landrace collections performing in the top 5%.,"DONATED  05/08/2003 Iowa, United States by Pollak, L., USDA, ARS; Blanco, M., USDA, ARS. DEVELOPED PRE 05/08/2003 Iowa, United States by Pollak, L., USDA, ARS",2003,1982,GEMN-0047,Ames27200,GEM,non-stiff stalk,0,URZM_13_085,0,0,0,INBRED,0,,NA,NA,NA,
76,Ames 19004,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082226,,NA,311987,Va21A,19920227,,,,,NA,,NA,400,Va Long Ear Syn.,40,NA,,:Va21A;USA126:Ames 19004,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3976,Va21A,Ames19004,Other,unclassified,0,Va_LongEarSyn,Va_LongEarSyn,0,0,INBRED,,,NA,NA,NA,BS10
77,Ames 19005,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1082227,,NA,311987,Va21C,19920227,,,,,NA,,NA,400,Va Long Ear Syn.,40,NA,,:Va21C;USA126:Ames 19005,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3977,Va21C,Ames19005,Other,unclassified,0,Va_LongEarSyn,Va_LongEarSyn,0,0,INBRED,Va17 X C103 backcross,,NA,NA,NA,FourCountyWhite
78,Ames 19006,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082230,,NA,311987,Va22B,19920227,,,,,NA,,NA,400,Va17 x C103 Backcross,40,NA,,:Va22B;USA126:Ames 19006,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3979,Va22B,Ames19006,Other,non-stiff stalk,0,Va22_1,C103,0,0,INBRED,0,,NA,NA,NA,4CO63
80,Ames 19008,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082234,,NA,311987,Va24,19920227,,,,,NA,,NA,400,Va17 x Va36,40,NA,,:Va24;USA126:Ames 19008;:id=72078;:V981-1;:V981-2;:V981-3,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3981,Va24,Ames19008,Other,unclassified,0,Va17 X Va36,0,0,0,0,0,,NA,NA,NA,BlacksYellowDent
85,Ames 19013,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082243,,NA,311987,Va46,19920227,,,,,NA,,NA,400,Va17 x Va36,40,NA,,:Va46;USA126:Ames 19013;:id=69065,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3993,Va46,Ames19013,Other,unclassified,0,Va17 X Va36,0,0,0,0,0,,NA,NA,NA,ButlerCountyYellow
90,Ames 19019,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082256,,NA,311987,Va91,19920227,,,,,NA,,NA,400,Va17 x Va53,40,NA,,:Va91;USA126:Ames 19019;:id=69072,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,4001,Va91,Ames19019,Other,unclassified,0,Va17 X Va53,0,0,0,0,0,,NA,NA,NA,CI.7_1
84,Ames 19012,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082242,,NA,311987,Va39,19920227,,,,,NA,,NA,400,Va17 xd C103 Backcross,40,NA,,:Va39;USA126:Ames 19012;:id=69058,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3990,Va39,Ames19012,Other,unclassified,0,Va17 X C103 backcross,0,0,0,0,0,,NA,NA,NA,ButlerCountyWhite
83,Ames 19011,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1082239,,NA,311987,Va38,19920227,,,,,NA,,NA,400,VaCBS(S)C2,40,NA,,:Va38;USA126:Ames 19011;:id=69057,,10,NA,NA,,"DEVELOPED   Virginia, United States by Virginia Polytechnic Institute and State University. DONATED  02/27/1992 North Carolina, United States by Sisco, P., USDA, ARS",,3989,Va38,Ames19011,Other,unclassified,0,VaCBS (S) C2,0,0,0,0,0,,NA,NA,NA,BooneCountyWhite
687,Ames 30526,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1842804,,NA,311987,MR08 (Costeno) S6,20100622,,,,,NA,,NA,400,VEN 453 (NSL 288171),40,NA,,:MR08 (Costeno) S6;:27509;:09W-115-bulk self;USA126:Ames 30526,,10,NA,NA,,"DEVELOPED PRE 2010 Wisconsin, United States by Doebley, J., University of Wisconsin. DONATED  06/22/2010 Wisconsin, United States by Doebley, J., University of Wisconsin",,2803,MR08CostenoS6,Ames30526,Other,landraces,0,Costeno,Costeno,0,0,0,0,,NA,NA,NA,
