,accenumb,taxon,genus,species,spauthor,subtaxa,subtauthor,cropname,avail,instcode,acckey,collnumb,collcode,taxno,accename,acqdate,origcty,collsite,latitude,longitude,elevation,colldate,bredcode,sampstat,ancest,collsrc,donorcode,donornumb,othernumb,duplsite,storage,latdec,longdec,remarks,history,released,Seq,Inbred.Line,Accesion.N,Breeding.program,Pop.structure,Year.Rel,P1A,P2A,eraA,GroupA,TypeA,SourceA,X,X.1,X.2,X.3,Ped_line
430,Ames 26804,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633486,,NA,311987,H121,20020412,,,,,NA,,NA,400,,40,NA,,:H121;USA126:Ames 26804,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2254,H121,Ames26804,Indiana,unclassified,0,Synthetic HCBSA,0,0,0,INBRED,HDSSS(FG)C1 and HDSCB(FG)C1 were developed by crossing unreleased inbred lines selected for hard endosperm kernels with the synthetic populations BSSS(R)C11 and BSCB1(R)C11,,NA,NA,NA,CH539-9
431,Ames 26805,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633487,,NA,311987,H122w,20020412,,,,,NA,,NA,400,,40,NA,,:H122w;USA126:Ames 26805,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2259,H122W,Ames26805,Indiana,unclassified,0,H122W_2,B73,0,0,INBRED,,,NA,NA,NA,S8324_1
432,Ames 26806,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633488,,NA,311987,H124w,20020412,,,,,NA,,NA,400,,40,NA,,:H124w;USA126:Ames 26806,,10,NA,NA,,"DEVELOPED   Indiana, United States by Purdue University. DONATED  04/12/2002 Indiana, United States by Foster, W., Purdue University",,2263,H124W,Ames26806,Indiana,unclassified,0,HwhiteSynthetic_D,0,0,0,INBRED, ,,NA,NA,NA,S8324_2
433,Ames 26808,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1633449,,NA,311987,Ill.Hy,20020416,,,,,NA,,NA,400,,40,NA,,:Ill.Hy;:Hy;USA126:Ames 26808;:3135-1/00;:2001:2208,USA005,10,NA,NA,,"DEVELOPED  2001 Iowa, United States by Hallauer, A., Iowa State University. DONATED  04/16/2002 Iowa, United States by Hallauer, A., Iowa State University",,2482,Ill.Hy,Ames26808,Other,stiff stalk,0,IllinoisHighYield ,IllinoisHighYield,0,0,INBRED,Same as Inbred Hy,,NA,NA,NA,S8324_3
435,Ames 27017,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645386,,NA,311987,CH705-8,20030415,,,,,NA,,NA,400,,40,NA,PGR 8007,:CH705-8;:PGR 8007;USA126:Ames 27017,,10,NA,NA,,"DEVELOPED PRE 04/15/2003 Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1315,CH705-8,Ames27017,Harrow CA,unclassified,0,FunksG4220,0,0,0,INBRED,Funks hybrid G4220,,NA,NA,NA,S8326_2
436,Ames 27018,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645387,,NA,311987,CH711-10,20030415,,,,,NA,,NA,400,,40,NA,PGR 13282,:CH711-10;:PGR 13282;USA126:Ames 27018,,10,NA,NA,,"DEVELOPED PRE 04/15/2003 Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1316,CH711-10,Ames27018,Harrow CA,unclassified,0,Pioneer3773,0,0,0,INBRED,0,,NA,NA,NA,S8326_3
437,Ames 27019,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645388,,NA,311987,CH732-12,20030415,,,,,NA,,NA,400,,40,NA,PGR 13283,:CH732-12;:PGR 13283;USA126:Ames 27019,,10,NA,NA,,"DEVELOPED PRE 04/15/2003 Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1320,CH732-12,Ames27019,Harrow CA,unclassified,0,CH732_1,B14,0,0,INBRED,0,,NA,NA,NA,Sallu-yah(Cherokee)
438,Ames 27020,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645389,,NA,311987,CH741-6,20030415,,,,,NA,,NA,400,,40,NA,PGR 13284,:CH741-6;:PGR 13284;USA126:Ames 27020,,10,NA,NA,,"DEVELOPED PRE 04/15/2003 Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1323,CH741-6,Ames27020,Harrow CA,unclassified,0,CH591-36,CH591-23,0,0,INBRED,0,,NA,NA,NA,GT112_1
439,Ames 27021,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645390,,NA,311987,CH753-4,20030415,,,,,NA,,NA,400,,40,NA,PGR 10129,:CH753-4;:PGR 10129;USA126:Ames 27021,,10,NA,NA,,"DEVELOPED PRE 04/15/2003 Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1324,CH753-4,Ames27021,Harrow CA,unclassified,0,A635 ,A636,0,0,INBRED,0,,NA,NA,NA,
440,Ames 27024,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645393,,NA,311987,CL17,20030415,,,,,NA,,NA,400,,40,NA,PGR 10121,:CL17;:PGR 10121;USA126:Ames 27024,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1422,CL17,Ames27024,Ontario,unclassified,0,CL_Composite,0,0,0,INBRED,,,NA,NA,NA,SC213_1
441,Ames 27025,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645394,,NA,311987,CL18,20030415,,,,,NA,,NA,400,,40,NA,PGR 10122,:CL18;:PGR 10122;USA126:Ames 27025,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1423,CL18,Ames27025,Ontario,unclassified,0,CL_Composite,0,0,0,INBRED, ,,NA,NA,NA,
442,Ames 27026,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645395,,NA,311987,CL19,20030415,,,,,NA,,NA,400,,40,NA,PGR 10123,:CL19;:PGR 10123;USA126:Ames 27026,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1424,CL19,Ames27026,Ontario,unclassified,0, ,0,0,0,INBRED,Unknown Pedigree,,NA,NA,NA,Shoepeg
443,Ames 27027,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645396,,NA,311987,CL20,20030415,,,,,NA,,NA,400,,40,NA,PGR 10124,:CL20;:PGR 10124;USA126:Ames 27027,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1427,CL20,Ames27027,Other,unclassified,0,Prides,CL20_1,0,0,INBRED,[Prides' X (New England Flint X Zachtecas 58)],,NA,NA,NA,TENNESSEEREDCOB
444,Ames 27028,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645397,,NA,311987,CL22,20030415,,,,,NA,,NA,400,,40,NA,PGR 16190,:CL22;:PGR 16190;USA126:Ames 27028,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1428,CL22,Ames27028,Ontario,unclassified,0,Prides,CL20_1,0,0,INBRED,0,,NA,NA,NA,WHITEDENT
445,Ames 27029,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645398,,NA,311987,CL27,20030415,,,,,NA,,NA,400,,40,NA,PGR 16191,:CL27;:PGR 16191;USA126:Ames 27029,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1431,CL27,Ames27029,Ontario,unclassified,0,CL27_1,CL27_2,0,0,INBRED,[(CO106 X CO109) X (New England Flint OA X ACA179)],,NA,NA,NA,WhiteSurecropper
446,Ames 27031,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645400,,NA,311987,CM99,20030415,,,,,NA,,NA,400,,40,NA,PGR 8346,:CM99;:PGR 8346;USA126:Ames 27031,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1445,CM99,Ames27031,Other,unclassified,0,CM105_1,B14,0,0,INBRED,0,,NA,NA,NA,WOODSDIXIE
447,Ames 27032,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645401,,NA,311987,CM145,20030415,,,,,NA,,NA,400,,40,NA,PGR 10117,:CM145;:PGR 10117;USA126:Ames 27032,,10,NA,NA,,"DEVELOPED PRE 03/23/1981 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1434,CM145,Ames27032,Other,unclassified,0,CM145_1,B14,0,0,INBRED,0,,NA,NA,NA,WoosterClarage
448,Ames 27033,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645402,,NA,311987,CM151,20030415,,,,,NA,,NA,400,,40,NA,PGR 8357,:CM151;:PGR 8357;USA126:Ames 27033,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1436,CM151,Ames27033,Other,stiff stalk,0,CM151_1,Wf9,0,0,INBRED,0,,NA,NA,NA,YellowNealPaymaster
449,Ames 27034,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645403,,NA,311987,CM155,20030415,,,,,NA,,NA,400,,40,NA,PGR 8353,:CM155;:PGR 8353;USA126:Ames 27034,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1437,CM155,Ames27034,Other,unclassified,0,Wf9 ,Mt42,0,0,INBRED,0,,NA,NA,NA,YellowSurecropper
450,Ames 27035,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645404,,NA,311987,CM169,20030415,,,,,NA,,NA,400,,40,NA,PGR 8350,:CM169;:PGR 8350;USA126:Ames 27035,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1438,CM169,Ames27035,Other,unclassified,0,CM105_1,B14,0,0,INBRED,BC1 self,,NA,NA,NA,MexicianDeepKernel
451,Ames 27036,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645405,,NA,311987,CM182,20030415,,,,,NA,,NA,400,,40,NA,PGR 8352,:CM182;:PGR 8352;USA126:Ames 27036,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1440,CM182,Ames27036,Other,unclassified,0,Wisconsin25,B8,0,0,INBRED,0,,NA,NA,NA,A635X
452,Ames 27037,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645406,,NA,311987,CM234,20030415,,,,,NA,,NA,400,,40,NA,PGR 8354,:CM234;:PGR 8354;USA126:Ames 27037,,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1441,CM234,Ames27037,Other,unclassified,0,Wisconsin25,B8,0,0,INBRED,0,,NA,NA,NA,B37HT
453,Ames 27038,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645407,,NA,311987,CMV3,20030415,,,,,NA,,NA,400,,40,NA,PGR 8355,:CMV3;:PGR 8355;USA126:Ames 27038,USA005,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada; Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1432,CMV3,Ames27038,Other,unclassified,1,A21,W185,0,0,INBRED,0,,NA,NA,NA,GOLDENQUEEN
454,Ames 27039,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645408,,NA,311987,CO117,20030415,,,,,NA,,NA,400,,40,NA,PGR 8863,:CO117;:PGR 8863;USA126:Ames 27039,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1713,CO117,Ames27039,Ontario,unclassified,0,Pioneer6124,0,0,0,INBRED,0, ,NA,NA,NA,VA29
455,Ames 27040,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645409,,NA,311987,CO120,20030415,,,,,NA,,NA,400,,40,NA,PGR 8392,:CO120;:PGR 8392;USA126:Ames 27040,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1715,CO120,Ames27040,Ontario,unclassified,0,DK46,0,0,0,INBRED,0,,NA,NA,NA,VA59_1
456,Ames 27041,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645410,,NA,311987,CO150,20030415,,,,,NA,,NA,400,,40,NA,PGR 8393,:CO150;:PGR 8393;USA126:Ames 27041,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1717,CO150,Ames27041,Ontario,unclassified,0,Pioneer6124,0,0,0,INBRED,0,,NA,NA,NA,VA59_2
457,Ames 27042,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645411,,NA,311987,CO158,20030415,,,,,NA,,NA,400,,40,NA,PGR 8394,:CO158;:PGR 8394;USA126:Ames 27042,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1718,CO158,Ames27042,Ontario,unclassified,0,DK46,0,0,0,INBRED,0,,NA,NA,NA,VA59_3
458,Ames 27043,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645412,,NA,311987,CO192,20030415,,,,,NA,,NA,400,,40,NA,PGR 8396,:CO192;:PGR 8396;USA126:Ames 27043,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1725,CO192,Ames27043,Ontario,unclassified,0,CO192_3,1S2,0,0,INBRED,BC3 selfed,,NA,NA,NA,VA59_4
459,Ames 27044,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645413,,NA,311987,CO216,20030415,,,,,NA,,NA,400,,40,NA,PGR 8397,:CO216;:PGR 8397;USA126:Ames 27044,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1726,CO216,Ames27044,Ontario,unclassified,0,Pride,0,0,0,INBRED,0,,NA,NA,NA,
460,Ames 27045,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645414,,NA,311987,CO220,20030415,,,,,NA,,NA,400,,40,NA,PGR 8398,:CO220;:PGR 8398;USA126:Ames 27045,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1730,CO220,Ames27045,Ontario,unclassified,1,CO220_2,CO109,3,2,INBRED,0,,NA,NA,NA,C123HT
461,Ames 27046,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645415,,NA,311987,CO236,20030415,,,,,NA,,NA,400,,40,NA,PGR 8399,:CO236;:PGR 8399;USA126:Ames 27046,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1731,CO236,Ames27046,Ontario,unclassified,0,Pride5,0,0,0,INBRED,0,,NA,NA,NA,RB14HTA_1
462,Ames 27047,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645416,,NA,311987,CO237,20030415,,,,,NA,,NA,400,,40,NA,PGR 8400,:CO237;:PGR 8400;USA126:Ames 27047,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1732,CO237,Ames27047,Ontario,unclassified,0,59-946-1370-7-28 ,0,0,0,INBRED,self out of parent from Pennsylvania State University,,NA,NA,NA,RB14HTA_2
463,Ames 27048,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645417,,NA,311987,CO245,20030415,,,,,NA,,NA,400,,40,NA,PGR 8401,:CO245;:PGR 8401;USA126:Ames 27048,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1734,CO245,Ames27048,Ontario,unclassified,0,INRA260,0,0,0,Inbred,Self our of INRA 260,,NA,NA,NA,RB14HTA_3
464,Ames 27049,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645418,,NA,311987,CO252,20030415,,,,,NA,,NA,400,,40,NA,PGR 8402,:CO252;:PGR 8402;USA126:Ames 27049,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1737,CO252,Ames27049,Ontario,unclassified,0,CO252_1,CO106,0,0,INBRED,BC1 self,,NA,NA,NA,RB14HTA_4
465,Ames 27051,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645420,,NA,311987,CO256,20030415,,,,,NA,,NA,400,,40,NA,PGR 8404,:CO256;:PGR 8404;USA126:Ames 27051,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1747,CO256,Ames27051,Ontario,stiff stalk,0,BSSS,0,0,0,INBRED,0,,NA,NA,NA,RB14HTA_5
466,Ames 27052,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645421,,NA,311987,CO257,20030415,,,,,NA,,NA,400,,40,NA,PGR 8405,:CO257;:PGR 8405;USA126:Ames 27052,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1748,CO257,Ames27052,Ontario,stiff stalk,0,BSSS,0,0,0,INBRED,0,,NA,NA,NA,RB14HTA
467,Ames 27053,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645422,,NA,311987,CO258,20030415,,,,,NA,,NA,400,,40,NA,PGR 8406,:CO258;:PGR 8406;USA126:Ames 27053,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1749,CO258,Ames27053,Ontario,stiff stalk,0,BSSS,0,0,0,INBRED,0,,NA,NA,NA,RB14HTB_1
468,Ames 27056,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645425,,NA,311987,CSJ2,20030415,,,,,NA,,NA,400,,40,NA,PGR 13502,:CSJ2;:PGR 13502;USA126:Ames 27056,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1764,CSJ2,Ames27056,Ontario,unclassified,0,CA_SynA,0,0,0,INBRED,0,,NA,NA,NA,RB14HTB_2
469,Ames 27057,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645426,,NA,311987,CSJ3,20030415,,,,,NA,,NA,400,,40,NA,PGR 13503,:CSJ3;:PGR 13503;USA126:Ames 27057,,10,NA,NA,,"DEVELOPED   Ontario, Canada by Agriculture Canada, Research Branch. DONATED  04/15/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1765,CSJ3,Ames27057,Ontario,unclassified,0,CA_SynA,0,0,0,INBRED,0,,NA,NA,NA,RB14HTB_3
470,Ames 27062,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645456,,NA,311987,A6,20030421,,,,,NA,,NA,400,,40,NA,,:A6;USA126:Ames 27062;:1666-2/01,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Iowa, United States by",,847,A6,Ames27062,Other,unclassified,1,MinnesotaNo13,MinnesotaNo13,2,5,INBRED,0,,NA,NA,NA,RB14HTB_4
471,Ames 27063,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,N,USA020,1645457,,NA,311987,A272,20030421,,,,,NA,,NA,400,,40,NA,,:A272;USA126:Ames 27063;:8161-2/00;:Goodman 7451-1 (1998-99),USA005,10,NA,NA,,"DEVELOPED   KwaZulu-Natal, South Africa by. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,764,A272,Ames27063,Other,unclassified,0,A375,A272_3,0,0,INBRED,0,,NA,NA,NA,RB14HTB_5
472,Ames 27064,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645458,,NA,311987,A441-5,20030421,,,,,NA,,NA,400,,40,NA,,:A441-5;USA126:Ames 27064;:8162-1/00,USA005,10,NA,NA,,"DEVELOPED   South Africa by. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,803,A441-5,Ames27064,South Africa,unclassified,0,0,0,0,0,0,0,,NA,NA,NA,RB14HTB
473,Ames 27065,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645574,,NA,311987,B73Htrhm,20030421,,,,,NA,,NA,400,,40,NA,,:B73Htrhm;USA126:Ames 27065;:3094-2/00,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1239,B73Htrhm,Ames27065,Other,stiff stalk,0,B73,0,0,0,INBRED,0,,NA,NA,NA,6103_2
474,Ames 27066,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645459,,NA,311987,B164,20030421,,,,,NA,,NA,400,,40,NA,,:B164;USA126:Ames 27066;:532-3/99,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 2003 Minnesota, United States by Minnesota Agricultural Experiment Station",,1193,B164 (B164-886),Ames27066,Other,stiff stalk,0,0,0,0,0,INBRED,TroyerReid (developed by Pioneer from S2 material received from Purdue),,NA,NA,NA,6103_1
475,Ames 27067,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645460,,NA,311987,C49A,20030421,,,,,NA,,NA,400,,40,NA,,:C49A;USA126:Ames 27067;:535-3/99,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Minnesota, United States by",,1307,C49A,Ames27067,Other,unclassified,1,0,0,1,1,INBRED UNKNOWN PEIDGREE,0,,NA,NA,NA,1061_1
476,Ames 27068,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645461,,NA,311987,CH9,20030421,,,,,NA,,NA,400,,40,NA,,:CH9;USA126:Ames 27068;:3103-2/00,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Ontario, Canada by Harrow Research Station",,1312,CH9,Ames27068,Harrow CA,unclassified,1,FUNK176A,FUNK176A,0,0,INBRED,0,,NA,NA,NA,1061
477,Ames 27069,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645583,,NA,311987,CH701-30,20030421,,,,,NA,,NA,400,,40,NA,,:CH701-30;USA126:Ames 27069;:539-1/99,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Ontario, Canada by Harrow Research Station",,1314,CH701-30,Ames27069,Harrow CA,unclassified,0,0,0,0,0,INBRED,0,,NA,NA,NA,PB80_1
478,Ames 27070,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645462,,NA,311987,CM7,20030421,,,,,NA,,NA,400,,40,NA,,:CM7;USA126:Ames 27070;:551-3/99,USA005,10,NA,NA,,"DEVELOPED PRE 08/27/1979 Manitoba, Canada by Agriculture Canada. DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University",,1444,CM7,Ames27070,Other,unclassified,1,W85,CMV3,1,1,INBRED,0,,NA,NA,NA,3J3
511,Ames 27105,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645491,,NA,311987,CO106,20030421,,,,,NA,,NA,400,,40,NA,,:CO106;USA126:Ames 27105;:558-1/99,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Ontario, Canada by",,899,CO106,Ames27105,Ontario,unclassified,1,0,0,1,1,INBRED ,SAME AS University of Wisconsin CR11,,NA,NA,NA,
512,Ames 27106,Zea mays subsp. mays,Zea,mays,L.,subsp. mays,,sweet corn,Y,USA020,1645492,,NA,311987,CO125,20030421,,,,,NA,,NA,400,,40,NA,,:CO125;USA126:Ames 27106;:560-1/99,USA005,10,NA,NA,,"DONATED  04/21/2003 North Carolina, United States by Goodman, M., North Carolina State University. DEVELOPED PRE 04/21/2003 Ontario, Canada by",,1716,CO125,Ames27106,Ontario,unclassified,0,Unknown,0,0,0,INBRED,Unknown Peidgree,,NA,NA,NA,
