"","Year.Rel","released","Accession","Inbred.Line","Inbred.name","GBS.name..Sample.Flowcell.Lane.Well.","P1A","P2A","ancest","history","Pop.structure","remarks"
"3353",NA,"","PI 553059",NA,"OC6","PI553059:81N4HABXX:7:D6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3354",NA,"","PI 553060",NA,"OC7","PI553060:81N4HABXX:7:C8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3355",NA,"","PI 553061",NA,"OC8","PI553061:81FE7ABXX:4:B5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3356",NA,"","PI 553062",NA,"OC9","PI553062:81FENABXX:1:H8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3357",NA,"","PI 553062",NA,"OC9","PI553062:D0D0BACXX:3:A6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3358",NA,"","PI 553063",NA,"OC10","PI553063:81FE7ABXX:4:D2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3359",NA,"","PI 553064",NA,"OC11","PI553064:81FE7ABXX:4:C10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3360",NA,"","PI 554612",NA,"LH209","PI554612:D0D0BACXX:3:F8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3361",NA,"","PI 554615",NA,"MM402A","PI554615:D0D0BACXX:3:F5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3362",NA,"","PI 554615",NA,"MM402A","PI554615:D0D0BACXX:3:F9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3363",NA,"","PI 554616",NA,"3IBZ2","PI554616:D0D0BACXX:3:E3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3364",NA,"","PI 555650",NA,"LIBC 4","PI555650:D0D0BACXX:3:D7",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3365",NA,"","PI 555651",NA,"83IBI3","PI555651:D0D0BACXX:3:A9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3366",NA,"","PI 555660",NA,"LH214","PI555660:D0D0BACXX:3:E10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3367",NA,"","PI 556980",NA,"Mp420","PI556980:D0D0BACXX:4:H2",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3368",NA,"","PI 558516",NA,"Mo7","PI558516:81N4HABXX:1:C11",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3369",NA,"","PI 558517",NA,"Mo10","PI558517:81FE8ABXX:7:A9",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3370",NA,"","PI 558518",NA,"Mo15W","PI558518:81N4HABXX:1:B8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3371",NA,"","PI 558518",NA,"Mo15W","PI558518:D0D0BACXX:4:C5",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3372",NA,"","PI 558520",NA,"Mo1W","PI558520:81FE8ABXX:7:E8",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3373",NA,"","PI 558521",NA,"Mo2RF","PI558521:81N4HABXX:2:E1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3374",NA,"","PI 558522",NA,"Mo3","PI558522:81FE8ABXX:7:H12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3375",NA,"","PI 558523",NA,"Mo5","PI558523:81FENABXX:5:E1",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3376",NA,"","PI 558524",NA,"Mo6","PI558524:81FE8ABXX:7:G3",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3377",NA,"","PI 558525",NA,"Mo8W","PI558525:81FE8ABXX:7:E10",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3378",NA,"","PI 558526",NA,"Mo9W","PI558526:81FE8ABXX:7:D12",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
"3379",NA,"","PI 558527",NA,"Mo11","PI558527:81FENABXX:4:D6",NA,NA,"","DONATED  1978 Puerto Rico by USDA, ARS Tropical Agriculture Research Station",NA,"A native field corn was found to have some typical sweet corn characteristics. It was backcrossed, selfed and resel- lected for productivity, tender kernels, and other desire- able characteristics. Vigorous, tall gorwing 8-9 ft., highly resistant to Yellow Stripe mosaic disease, Helminthosporium leaf spot, & Stewart's disease.  Agri. in th Americas, Vol.6 No.4, April 1946. Resrch. Achievement sheet. 114(0) Nov.1948"
