"","GBS.name..Sample.Flowcell.Lane.Well.","Additional.file.1.xlsx..Romay.et.al..2013.","Inbred.name","Source","Accession","Seed.lot","Notes","Seq","Inbred.Line","Breeding.program","Pop.structure","Year.Rel","P1A","P2A","eraA","GroupA","TypeA","SourceA","X","X.1","X.2","X.3","Ped_line"
"3701","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL438041","11869","",1183,"AusTRCF306355  20e","Australia","unclassified",0,"0","0",0,0,"INBRED","{{A619bm3 x HB}-2sibbed-2sibbed x HB}-3-2-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-","",NA,NA,NA,""
"3702","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL438042","11869","",1184,"AusTRCF306356  22e","Australia","unclassified",0,"0","0",0,0,"INBRED","{{A619bm3 x HB(2)}-6}-3-1-1-1-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-","",NA,NA,NA,""
"3703","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL438043","11869","",1185,"AusTRCF306357  23e","Australia","unclassified",0,"0","0",0,0,"INBRED","{{A619bm3 x HB(2)}-6}-3-1-1-2-1 {{A619bm3 x HB}-2sibbed-2sibbed x HB}-","",NA,NA,NA,""
"3704","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL52605","11869","",3303,"Oh07K","Other","unclassified",0,"Oh07K_1","Oh07A",0,0,"INBRED","[(Oh41 X 38-11) Oh07A]","",NA,NA,NA,""
"3705","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53081","11869","",3612,"SC276Q","Other","unclassified",0,"HastingsProlific","YellowTuxpan",0,0,"INBRED","Hastings Prolific X Yellow Tuxpan","",NA,NA,NA,""
"3706","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53082","11869","",3620,"SC301E","Other","unclassified",0,"WidevarietySynthetic","WidevarietySynthetic",0,0,"INBRED","Wide variety Synthetic","",NA,NA,NA,""
"3707","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53083","11869","",3607,"SC213R","Other","unclassified",0,"SC213","0",0,0,"INBRED","Restorer version of SC213","",NA,NA,NA,""
"3708","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53086","11869","",3604,"SC212M","Other","unclassified",0,"T202","GT112",0,0,"INBRED","T202 X GT112","",NA,NA,NA,""
"3709","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53087","11869","",3611,"SC235R3","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3710","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53089","11869","",3615,"SC285","Other","unclassified",0,"LathamsDouble","LathamsDouble",0,0,"INBRED","Latham's Double","",NA,NA,NA,""
"3711","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53091","11869","",3625,"SC343","Other","unclassified",0,"PeeDee","Young",0,0,"INBRED","Pee Dee (5) X Young","",NA,NA,NA,""
"3712","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53092","11869","",3627,"SC344","Other","unclassified",0,"SC244_1","Pee Dee (5)",0,0,"INBRED","White Tuxpan X Latham's Double X Pee Dee (5)","",NA,NA,NA,""
"3713","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53093","11869","",3628,"SC353","Other","unclassified",0,"SouthCarolinaComposite","SouthCarolinaComposite",0,0,"INBRED","South Carolina Composite","",NA,NA,NA,""
"3714","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53094","11869","",3631,"SC357","Other","unclassified",0,"SC2357_1","Young",0,0,"INBRED","[(Whately Yellow X Tennessee Red Cob) Young]","",NA,NA,NA,""
"3715","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53096","11869","",3633,"SC375","Other","unclassified",0,"SouthCarolinaComposite","SouthCarolinaComposite",0,0,"INBRED","South Carolina Composite","",NA,NA,NA,""
"3716","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL53098","11869","",3622,"SC333","Other","unclassified",0,"T115","White Tuxpan",0,0,"INBRED","T115 X White Tuxpan","",NA,NA,NA,""
"3717","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65862","11869","",1187,"B6","Other","unclassified",0,"I205","L289",0,0,"INBRED","I205 derivative","",NA,NA,NA,""
"3718","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65863","11869","",1189,"B7","Iowa","unclassified",0,"I233"," L317",0,0,"INBRED","0","",NA,NA,NA,""
"3719","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65864","11869","",1244,"B8","Iowa","unclassified",1,"4CO63","GOLDENKING",2,1,"INBRED","0","",NA,NA,NA,""
"3720","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65866","11869","",1191,"B14","Iowa","stiff stalk",1953,"BSSS","BSSS",0,0,"INBRED","0","",NA,NA,NA,"PA884P_1"
"3721","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65868","11869","",1198,"B21","Iowa","unclassified",0,"Fe"," ST665",0,0,"INBRED","0","",NA,NA,NA,""
"3722","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65869","11869","",1205,"B38","Other","unclassified",0,"HO"," B10",0,0,"","0","",NA,NA,NA,""
"3723","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65871","11869","",2463,"I205","Other","unclassified",1,"IODENT","IODENT",1,4,"INBRED","0","",NA,NA,NA,""
"3724","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65872","11869","",2554,"L289","Other","non-stiff stalk",1,"LancasterSurecrop","LancasterSurecrop",1,1,"INBRED","0","",NA,NA,NA,"NCIaDDC"
"3725","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65873","11869","",99,"L317","Other","unclassified",1,"LANCASTERSURECROP(RITCHEY)","LANCASTERSURECROP(RITCHEY)",0,0,"INBRED","0","",NA,NA,NA,""
"3726","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL65874","11869","",3311,"Os420","Other","stiff stalk",1,"OsterlandReidsYellowDent","OsterlandReidsYellowDent",0,3,"INBRED","0","",NA,NA,NA,"WHITEDENT"
"3727","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67786","11869","",2693,"Mo301ae","Missouri","unclassified",0,"K55","0",0,0,"INBRED","K55 ae conversion","",NA,NA,NA,""
"3728","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67788","11869","",2694,"Mo303ae","Missouri","unclassified",0,"CI21E","0",0,0,"INBRED","C.I.21E ae conversion","",NA,NA,NA,""
"3729","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67789","11869","",2695,"Mo304ae","Missouri","unclassified",0,"Oh07A","0",0,0,"INBRED","Oh07A ae conversion","",NA,NA,NA,""
"3730","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67790","11869","",2696,"Mo305ae","Missouri","unclassified",0,"Mo3","0",0,0,"INBRED","Mo3 ae conversion","",NA,NA,NA,""
"3731","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67792","11869","",2697,"Mo307ae","Missouri","non-stiff stalk",0,"C103","0",0,0,"INBRED","C103 ae conversion","",NA,NA,NA,""
"3732","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67793","11869","",2698,"Mo308ae","Missouri","unclassified",0,"CI7","0",0,0,"INBRED","C.I.7 ae conversion","",NA,NA,NA,""
"3733","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67796","11869","",2700,"Mo311ae","Missouri","unclassified",0,"NMo8W","0",0,0,"INBRED","Mo8W ae conversion","",NA,NA,NA,""
"3734","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67797","11869","",2704,"Mo312ae","Missouri","unclassified",0,"T202","0",0,0,"INBRED","T202 ae conversion","",NA,NA,NA,""
"3735","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67798","11869","",2705,"Mo313ae","Missouri","unclassified",0,"CI42A","0",0,0,"INBRED","C.I.42A ae conversion","",NA,NA,NA,""
"3736","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL67799","11869","",2706,"Mo314ae","Missouri","unclassified",0,"CI38B","0",0,0,"INBRED","C.I.38B ae conversion","",NA,NA,NA,""
"3737","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL68211","11869","",3275,"OH422","Other","unclassified",0,"MidlandYellowDent","MidlandYellowDent",0,0,"INBRED","0","",NA,NA,NA,""
"3738","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL68244","11869","",3614,"SC277","Other","unclassified",0,"HastingsProlific","YellowTuxpan",0,0,"INBRED","Hastings Prolific X Yellow Tuxpan","",NA,NA,NA,""
"3739","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL68245","11869","",3618,"SC301D","Other","unclassified",0,"SouthCarolinaComposite","SouthCarolinaComposite",0,0,"INBRED","South Carolina Composite","",NA,NA,NA,""
"3740","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81595","11869","",733,"A238","Minnesota","unclassified",0,"29-Jun","A73",0,0,"INBRED","0","",NA,NA,NA,""
"3741","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81596","11869","",740,"A258","Minnesota","unclassified",0,"A73","Os420",0,0,"INBRED","0","",NA,NA,NA,""
"3742","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81597","11869","",910,"A648","Minnesota","unclassified",0,"Minnesota Synthetic 3","0",0,0,"0","0","",NA,NA,NA,""
"3743","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81598","11869","",926,"A657","Minnesota","stiff stalk",0,"BSSS(Early)","0",0,0,"0","0","",NA,NA,NA,"OH565_6"
"3744","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81599","11869","",927,"A659","Minnesota","unclassified",1,"MinnesotaSynthetic3 ","0",2,2,"INBRED","0","",NA,NA,NA,""
"3745","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL81600","11869","",928,"A660","Minnesota","unclassified",0,"MinnesotaSynthetic3 ","0",0,0,"INBRED","0","",NA,NA,NA,""
"3746","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL8579","11869","",509,"245","Other","Ysweet corn",0,"0","0",0,0,"0","0","",NA,NA,NA,""
"3747","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL8581","11869","",672,"Jan-81","Other","Ysweet corn",1,"0","0",2,2,"INBRED","This inbred is resistant to corn ear worm. The inbred was developed by Mr. E.V. Walter, entomologist(Ret.), ARS, USDA AES Bldg. Purdue Univ.","",NA,NA,NA,""
"3748","NSL91618:D0D0BACXX:3:H8","Oh28","Oh28","NCRPIS","NSL91618","11869","",255,"Oh28","Other","unclassified",1,"OH28_1","OH28_2",0,0,"INBRED","0","",NA,NA,NA,""
"3749","PI200196:81N4HABXX:5:E11","NY1000NevehYaar","NY 1000 (Neveh Yaar)","NCRPIS","PI 213793","66ncai01 SD","",2796,"Assiniboine","","",NA,"0","0",NA,NA,"Maize Race","","",NA,NA,NA,""
"3750","PI459082:81N4HABXX:7:D12","Shansino.60","Shansi no. 60","NCRPIS","PI 485415","86ncab01 SD","",2794,"VEN568","","",NA,"0","0",NA,NA,"Maize Race","Race Araguito.","",NA,NA,NA,""
"3751","PI509542:81FENABXX:5:G12","B89","B89","NCRPIS","PI 510671","07ncai01 SD","",3153,"NDSCD","","",NA,"NDSC","NDSD",NA,NA,"Synthetic","","Synthetic from one cycle of full-sib family sel. among 78 full-sib families between NDSC(FS)C1 and NDSD(FS)C1",NA,NA,NA,""
"3752","PI518660:81FENABXX:6:A9","SD43","SD43","NCRPIS","PI 518769","02ncai01 SD","",2788,"GT_DDSA_C5","","",NA,"","",NA,NA,"Synthetic","Chain crosses among single crosses between inbreds AB18, GE72, GT112, and F44","",NA,NA,NA,""
"3753","PI550920:81FE8ABXX:3:B4","87014","87014","NCRPIS","PI 550921","97ncab01 SD","",NA,"87366","","",NA,"Pop32","Pop32",NA,NA,"INBRED","Selfed from CIMMYT Population 32 (Eto.)","",NA,NA,NA,""
"3754","PI561695:81FENABXX:2:F10","NYLB31","NYLB31","NCRPIS","PI 561859","94ncai01 SD","",3837,"GT_MAS_gk","Georgia","",1992,"0","0",NA,NA,"INBRED","single open-pollinated hybrid ear of unknown origin","",NA,NA,NA,""
"3755","PI583847:81FE7ABXX:1:G12","H125","H125","NCRPIS","PI 583911","99ncai01 SD","",3734,"BR51403","","",NA,"0","0",NA,NA,"Landrace","","",NA,NA,NA,""
"3756","PI587153:81FE8ABXX:4:E8","W117","W117","NCRPIS","PI 587153","08ncai01 SD","",NA,"W117","","",NA,"643","Minn13",NA,NA,"","","",NA,NA,NA,""
"3757","PI601009:81FE8ABXX:1:G7","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3758","PI601009:C07W2ACXX:1:A2","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3759","PI601009:C07W2ACXX:2:A2","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3760","PI601009:D0D0BACXX:1:A2","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3761","PI601009:D0D7RACXX:1:A2","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3762","PI601009:D0D7RACXX:2:A2","B47","B47","NCRPIS","PI 601009","07ncai01 SD","",383,"PHB47","","unclassified",1983,"B37","PHB47_2",0,0,"INBRED","http://apps.ams.usda.gov/CMS//AdobeImages/008300141.pdf","",NA,NA,NA,""
"3763","PI601322-1:81FENABXX:7:A5","PHZ51","PHZ51","NCRPIS","PI 601322","10ncai01","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3764","PI601322-2:81FENABXX:7:B5","PHZ51","PHZ51","NCRPIS","PI 601322","10ncai01","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3765","PI601322:81FENABXX:2:C5","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3766","PI601322:C07W2ACXX:1:E4","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3767","PI601322:C07W2ACXX:2:E4","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3768","PI601322:D0D0BACXX:1:E4","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3769","PI601322:D0D0BACXX:3:E1","PHZ51","PHZ51","NCRPIS","PI 601322","11178","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3770","PI601322:D0D7RACXX:1:E4","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3771","PI601322:D0D7RACXX:2:E4","PHZ51","PHZ51","NCRPIS","PI 601322","07ncai01 SD","",3353,"PHZ51","ExPVP","",1986,"PH814","PH848",NA,NA,"PIONEER PVP LINE","http://apps.ams.usda.gov/CMS//AdobeImages/008600132.pdf","",NA,NA,NA,""
"3772","PI607384:81FE7ABXX:2:C3","B114","B114","NCRPIS","PI 607401","99ncai01 SD","",NA,"VaCBS","","",NA,"0","0",NA,NA,"Synthetic","","Originated in Florida in 1952-53 from crosses of several inbred lines commonly used in the corn belt with a composite of pollin from 2 nuseries of S.C & 1 of Miss",NA,NA,NA,""
"3773","PI607512:81FENABXX:2:E4","N7A","N7A","NCRPIS","PI 607515","99ncab01 SD","",3164,"AS_D","Minnesota","",1976,"0","0",NA,NA,"Synthetic","A73, B14, CO106, ND255, Oh43, V3, WD, and WF9","",NA,NA,NA,""
"3774","PI639498:D0D0BACXX:4:B3","GEMN-0035","GEMN-0035","NCRPIS","PI 639498","12269","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",3736,"Cr1_172","","",NA,"GEM PE 1:N16","GEM PE 1:N16",NA,NA,"INBRED","Cr1-172 is a selection from GEM PE 1:N16 and was assigned PI 639498 and registered as GEMS-0035","",NA,NA,NA,""
"3775","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI143824","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2209,"Mayorbella","","",NA,"0","0",NA,NA," Composite","Puerto Rican variety, Mayorbela, developed from descendants of the older Caribbean races with introgression from corns of the United States","",NA,NA,NA,""
"3776","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186182","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2502,"INBRED378","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3777","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186183","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2503,"INBRED379","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3778","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186184","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2504,"INBRED381","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3779","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186185","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2510,"INBRED605","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3780","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186187","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2511,"INBRED610","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3781","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186188","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2512,"INBRED619","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3782","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186190","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2513,"INBRED624","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3783","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186191","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2514,"INBRED627","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3784","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186192","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2509,"INBRED45","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3785","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186193","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2517,"INBREDA-243-1","South Africa","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3786","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186195","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2506,"INBRED41","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3787","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186196","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2488,"INBRED109","Other","unclassified",0,"0","0",0,0,"INBRED","Australian Material","",NA,NA,NA,""
"3788","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186197","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2487,"INBRED100","Other","unclassified",0,"0","0",0,0,"INBRED","Australian Material","",NA,NA,NA,""
"3789","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186198","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2515,"INBRED64","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3790","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186199","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2490,"INBRED141","Other","unclassified",0,"0","0",0,0,"INBRED","Australian Material","",NA,NA,NA,""
"3791","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186215","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2492,"INBRED2-687","Argentina","unclassified",0,"0","0",0,0,"INBRED","Accession was collected. Uruguay.","",NA,NA,NA,""
"3792","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186216","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2489,"INBRED1-1265","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3793","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186217","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2491,"INBRED19-86","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3794","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186218","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2498,"INBRED34-1141","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3795","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186219","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2499,"INBRED34-1181","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3796","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186220","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2500,"INBRED34-1196","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3797","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186221","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2505,"INBRED39-1084","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3798","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186223","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2507,"INBRED41-1781","Argentina","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3799","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186224","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2508,"INBRED42-492","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
"3800","PI659681:D0D0BACXX:3:B11","GEMS-0163","GEMS-0163","NCRPIS","PI186226","12073","Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)",2493,"INBRED305","Other","unclassified",0,"0","0",0,0,"INBRED","0","",NA,NA,NA,""
